Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,omen,61%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,breach,56%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,raze,44%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,viper,39%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,tejo,39%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,cypher,39%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,astra,33%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,jett,33%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,sova,33%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,yoru,22%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,skye,17%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,fade,17%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,kayo,11%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,gekko,11%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,brimstone,11%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,sage,11%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,killjoy,6%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,chamber,6%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,vyse,6%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,deadlock,6%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,All Maps,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,omen,67%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,breach,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,raze,83%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,viper,67%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,cypher,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,astra,33%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,sova,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,yoru,17%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,skye,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,sage,33%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Split,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,omen,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,breach,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,tejo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,cypher,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,astra,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,jett,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,sova,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,yoru,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,omen,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,breach,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,tejo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,astra,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,jett,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,sova,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,kayo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,chamber,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Abyss,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,omen,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,breach,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,raze,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,viper,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,astra,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,sova,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,yoru,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,fade,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,gekko,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,brimstone,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Bind,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,omen,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,breach,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,raze,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,viper,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,tejo,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,astra,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,sova,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,deadlock,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Lotus,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,omen,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,breach,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,astra,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,jett,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,sova,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,fade,100%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,kayo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,killjoy,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Pearl,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,breach,60%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,astra,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,raze,40%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,cypher,30%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,omen,30%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,fade,30%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,sova,30%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,brimstone,20%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,viper,10%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,chamber,10%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,skye,10%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,killjoy,10%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,jett,10%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,kayo,10%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,All Maps,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,breach,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,astra,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,vyse,75%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,yoru,75%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,raze,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,cypher,25%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,omen,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,fade,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,sova,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,chamber,25%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,jett,25%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,kayo,25%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Pearl,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,breach,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,astra,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,raze,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,cypher,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,omen,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,fade,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,sova,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Lotus,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,breach,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,astra,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,vyse,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,yoru,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,raze,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,cypher,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,omen,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,sova,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,brimstone,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,viper,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,skye,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,killjoy,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Fracture,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,breach,100%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,astra,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,vyse,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,tejo,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,yoru,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,raze,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,cypher,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,omen,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,fade,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,sova,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,brimstone,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,viper,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,chamber,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,skye,50%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,killjoy,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,jett,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,kayo,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,neon,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,deadlock,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,clove,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,reyna,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,sage,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,iso,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,harbor,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,gekko,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,waylay,0%
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,Split,phoenix,0%
VCT 2025: Americas Kickoff,Main Event,Upper Final,All Maps,astra,100%
