tournament,stage,match_type,match_name,map,elimination,detonated,defused,time_expiry_no_plant,eliminated,defused_failed,detonation_denied,time_expiry_failed_to_plant,team_id
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,Ascent,8,0,0,0,5,5,1,2,2593
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Corrode,10,1,4,1,7,3,3,1,
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,Lotus,9,0,4,0,4,0,1,0,1119
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Corrode,10,0,1,2,7,0,3,0,11981
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,11,1,1,0,4,0,1,0,17
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Haven,7,5,1,0,8,0,1,0,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent,3,1,3,1,11,0,1,1,466
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Haven,7,3,3,0,2,2,2,0,6961
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,2,1,1,1,9,2,2,0,2355
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,8,0,2,0,6,2,5,0,397
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,9,1,3,0,1,0,1,2,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,7,1,1,1,7,1,5,0,624
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Sunset,4,2,0,0,12,0,1,0,
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,7,1,2,1,12,0,1,0,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Split,9,0,4,0,9,0,2,0,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Lotus,4,1,0,0,5,2,6,0,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,5,0,1,0,7,4,1,1,8877
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Pearl,9,0,3,1,3,0,0,0,17
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Lotus,9,1,0,0,10,1,2,0,12010
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,4,0,1,1,6,3,3,1,2355
VCT 2025: Americas Stage 1,Group Stage,Week 4,FURIA vs Cloud9,Lotus,11,2,1,0,10,2,4,0,2406
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,5,0,3,1,10,0,2,1,188
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,7,3,3,0,4,0,3,0,2059
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,Abyss,6,3,3,1,3,0,1,0,878
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,3,0,1,1,7,3,1,2,2406
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Bind,9,2,2,0,4,2,2,0,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Lotus,8,4,1,0,7,2,1,0,8185
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,7,1,0,0,7,3,3,0,1120
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Pearl,10,1,2,1,6,2,3,1,8877
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,7,0,6,1,6,3,2,1,878
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Ascent,8,1,2,2,6,1,3,0,11058
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Lotus,10,0,1,2,5,1,3,0,11060
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Lotus,5,0,3,1,5,0,8,0,624
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,11,0,2,0,4,2,0,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,2,1,0,0,11,1,1,0,17
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,Bind,7,1,1,0,9,1,3,0,878
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Lotus,6,2,4,0,11,1,2,0,13581
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Lotus,9,1,2,1,5,0,2,2,13790
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Icebox,10,1,2,0,7,1,3,0,474
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox,10,0,3,0,9,0,1,0,878
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,8,0,0,1,10,1,1,1,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Split,8,1,3,0,7,3,4,0,624
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Pearl,4,0,1,0,7,3,3,0,2406
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,5,1,2,0,8,3,2,0,8877
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Pearl,8,0,0,1,11,0,2,0,11981
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,9,0,3,1,8,1,2,0,
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,5,2,2,1,10,1,2,0,397
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,6,1,5,1,6,0,1,1,2
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,Sunset,10,1,2,0,9,0,0,0,13790
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,9,1,2,0,6,4,3,1,2355
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,4,1,3,1,7,2,4,0,2059
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,9,1,2,1,2,0,3,0,397
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,2,1,0,0,7,0,5,1,5248
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,Ascent,7,0,6,0,1,0,0,0,474
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Haven,3,2,3,0,9,2,2,0,4915
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Bind,8,0,2,0,6,4,2,1,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Icebox,4,0,1,0,9,2,2,0,5448
VCT 2025: China Stage 2,Group Stage,Week 2,JDG Esports vs Bilibili Gaming,Sunset,4,2,1,0,11,1,1,0,13576
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Haven,4,0,0,0,9,0,4,0,474
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Haven,7,2,5,0,9,2,1,0,8877
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Icebox,7,1,1,0,11,0,2,0,14
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Split,8,2,3,0,5,2,1,1,12685
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Haven,8,1,2,0,7,2,3,1,1120
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,9,0,2,0,9,1,3,0,188
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,4,3,4,2,4,0,3,1,17
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Ascent,9,0,3,1,2,0,0,0,
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Icebox,6,1,0,0,8,3,2,0,2059
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Lotus,7,0,3,0,9,1,2,1,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,1,1,1,0,11,2,0,0,6199
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Icebox,9,1,3,0,7,0,2,0,731
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Icebox,10,0,3,0,2,1,0,0,17
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Split,8,2,3,0,3,0,2,0,474
VCT 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split,6,0,4,0,12,1,0,0,918
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split,7,0,2,1,8,1,4,0,8304
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Fracture,10,0,3,0,13,2,0,0,12685
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Xi Lai Gaming vs Nova Esports,Lotus,9,1,1,2,4,2,0,0,13581
VCT 2025: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs Xi Lai Gaming,Lotus,9,0,3,0,9,3,2,0,1120
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,6,1,0,0,9,0,2,2,8877
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,Corrode,9,1,3,0,4,0,4,0,4915
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Lotus,9,1,3,0,12,2,1,0,14
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Haven,3,3,2,1,8,4,1,0,11060
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Ascent,8,1,2,0,9,2,1,1,1120
VCT 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,Lotus,7,1,2,0,7,1,4,1,
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Bind,1,0,0,0,9,0,3,1,2
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Pearl,1,2,4,0,8,2,3,0,188
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Split,7,3,3,0,6,1,2,0,2
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,Haven,0,0,0,0,12,1,0,0,11981
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Corrode,9,2,2,0,5,2,1,0,2
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Icebox,6,3,3,1,4,3,2,0,188
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,8,0,3,0,10,1,2,0,1001
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,2,1,1,0,9,0,3,1,6199
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Bind,5,4,4,1,5,3,4,0,8185
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,Split,5,0,2,3,8,1,3,1,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Lotus,6,2,5,0,5,1,4,0,11479
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Ascent,8,0,3,0,10,0,3,0,624
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Split,5,0,0,0,8,0,2,3,918
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Fracture,7,0,0,3,9,0,3,1,14
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Haven,7,1,4,1,4,1,5,0,2359
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,5,0,0,0,10,0,2,1,2355
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,10,1,2,0,8,0,3,0,397
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Haven,7,3,3,0,4,0,3,0,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Icebox,13,0,3,0,8,2,4,0,624
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Haven,2,0,0,0,10,0,2,1,14137
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,3,3,0,0,8,4,0,1,11328
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Corrode,6,1,4,2,3,1,0,5,1119
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Ascent,5,2,3,0,9,3,0,1,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Haven,8,0,1,0,7,5,1,0,624
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,12,1,1,0,9,0,2,1,120
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Pearl,3,1,1,1,9,1,2,1,474
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Pearl,8,1,4,0,4,2,1,0,12694
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,6,2,2,0,11,1,1,0,2059
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,8,1,3,1,4,1,1,2,2059
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Fracture,4,1,2,2,10,1,1,1,14
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,Lotus,13,0,0,0,6,1,1,1,12010
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,Pearl,4,1,3,0,9,2,1,1,12064
Valorant Champions 2025,Group Stage,Elimination (D),G2 Esports vs Dragon Ranger Gaming,Lotus,1,0,6,0,8,2,3,0,11981
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,4,3,2,1,10,1,2,0,11058
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,2,1,1,0,8,1,4,0,5248
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Ascent,9,2,1,1,6,1,3,0,11060
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,9,0,4,0,6,0,0,2,11981
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Haven,5,0,3,1,8,3,1,1,13790
VCT 2025: China Stage 2,Group Stage,Week 3,Bilibili Gaming vs Trace Esports,Ascent,3,2,0,1,10,1,0,2,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Lotus,3,1,0,0,10,0,2,1,12694
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Pearl,10,1,0,0,8,3,2,0,1119
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Haven,10,2,1,0,3,1,1,0,12010
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Haven,10,1,2,0,4,3,1,0,14
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,2,1,2,1,8,4,1,0,6199
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,11,1,1,0,2,0,2,0,8185
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,Bind,5,0,4,0,5,1,7,0,14419
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Corrode,3,0,0,0,10,2,1,0,8185
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Haven,3,2,0,0,9,1,3,0,15072
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Haven,5,0,1,1,11,1,1,0,6961
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,10,0,2,1,5,0,0,0,
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Sunset,7,0,5,1,3,0,1,0,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Sunset,5,0,1,0,10,1,0,2,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Lotus,3,0,3,0,6,0,7,0,11479
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Sunset,8,1,4,0,7,2,1,0,474
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Sunset,9,2,3,0,8,2,2,0,878
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,Sunset,8,0,1,0,11,0,2,0,14137
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,5,4,4,0,5,2,1,1,2593
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,10,2,1,0,7,3,1,0,878
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Fracture,8,1,3,2,5,2,4,1,13581
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,Icebox,3,2,1,0,9,1,3,0,15072
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Bind,2,1,1,0,10,0,2,1,1120
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Lotus,9,2,1,1,3,0,1,1,11058
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,5,2,2,0,5,3,3,2,918
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Pearl,9,2,2,0,5,1,1,2,
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Lotus,4,1,2,0,10,0,2,1,7386
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,Abyss,9,1,3,0,7,2,2,0,14137
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Sunset,3,0,1,0,8,0,3,2,2406
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Sunset,2,0,0,1,9,2,2,0,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,3,0,4,0,5,3,5,0,11479
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Haven,2,1,1,0,10,1,1,1,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,7,1,3,2,5,1,3,0,8304
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Bind,7,1,4,1,3,0,1,0,8304
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,5,3,2,0,10,1,2,0,474
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Fracture,8,2,3,0,6,0,3,0,14419
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Split,4,2,4,0,8,1,3,1,17
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Icebox,4,0,0,0,7,1,5,0,8185
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Haven,5,0,1,0,9,0,4,0,14137
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,Fracture,8,0,1,0,10,0,2,0,12064
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,8,2,2,1,7,0,0,2,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,0,0,1,0,10,3,0,0,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,10,0,3,0,5,0,2,0,14
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,12,2,7,0,11,3,4,1,7386
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,Corrode,8,2,2,1,5,0,4,0,7386
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Lotus,5,1,1,0,7,2,4,0,15072
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Icebox,3,0,2,0,9,0,4,0,1001
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,6,2,3,0,11,1,0,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Lotus,6,0,2,2,12,0,1,0,11479
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,5,3,3,0,9,1,3,0,8304
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Lotus,0,0,4,0,8,1,4,0,12685
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,Lotus,5,1,4,0,7,1,4,1,14137
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Haven,8,3,1,1,5,0,3,1,13581
VCT 2025: China Stage 2,Showmatch,All-Star Match,Pure Aim vs Precise Defeat,Abyss,8,0,2,0,11,0,2,0,19687
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Split,4,1,1,0,10,1,2,0,12694
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Fracture,3,1,0,0,10,0,2,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Ascent,4,0,1,0,8,3,2,0,878
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Ascent,10,0,2,1,3,0,2,1,17
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox,3,0,1,0,8,3,2,0,8304
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,4,1,1,0,10,1,1,1,
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Pearl,4,3,2,0,7,1,3,2,7386
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Haven,10,0,3,0,4,0,3,0,11058
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Ascent,1,0,1,0,8,3,2,0,2406
VCT 2025: EMEA Stage 2,Group Stage,Week 4,FUT Esports vs Team Heretics,Bind,4,1,2,0,8,2,3,0,1184
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Sunset,9,2,2,0,4,2,2,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,8,2,3,0,6,0,3,0,278
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Fracture,4,2,4,1,8,2,2,1,4915
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,10,0,3,0,10,0,0,0,1001
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Icebox,4,1,4,0,9,1,3,0,13581
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Fracture,4,0,2,0,11,2,0,0,12064
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Pearl,7,1,2,1,10,0,3,0,5248
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,10,1,3,0,9,2,1,0,12694
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,Pearl,5,2,5,1,2,3,3,1,13576
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Bind,11,2,1,0,7,5,0,0,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Bind,10,1,2,0,6,1,2,1,397
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,1,1,3,0,10,2,1,0,14419
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,8,3,0,0,8,2,3,0,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Ascent,4,1,0,2,8,2,3,0,2
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Lotus,10,1,3,0,7,1,4,0,624
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Haven,8,1,2,0,8,2,2,1,11479
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,7,3,1,0,10,2,1,0,17
VCT 2025: China Stage 1,Group Stage,Week 4,Bilibili Gaming vs Wolves Esports,Haven,3,1,1,0,10,2,1,0,13790
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Haven,2,0,0,0,10,0,3,0,6961
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Lotus,6,0,1,0,8,0,5,0,474
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,Fracture,10,0,2,1,7,0,4,0,14137
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,Lotus,11,1,1,0,3,0,3,0,12685
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,6,2,2,1,9,2,2,0,11058
