tournament,stage,match_type,match_name,action,map,team_id
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,ban,Split,8185
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,ban,Haven,878
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,ban,Icebox,12064
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,ban,Fracture,13790
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,pick,Haven,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,ban,Pearl,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,ban,Bind,2593
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,pick,Fracture,2593
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,ban,Fracture,11060
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,pick,Pearl,11981
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,ban,Lotus,14419
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics vs MIBR,pick,Sunset,1001
Valorant Champions 2025,Playoffs,Upper Final,FNATIC vs NRG,pick,Ascent,2593
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,ban,Corrode,11058
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,pick,Lotus,2
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,pick,Fracture,14137
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,ban,Split,13581
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,pick,Haven,120
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,ban,Pearl,12685
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,ban,Fracture,397
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,pick,Lotus,6199
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,ban,Bind,878
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,pick,Abyss,7386
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,ban,Haven,14419
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,ban,Ascent,120
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,ban,Sunset,5248
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,ban,Bind,17
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,pick,Haven,878
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,pick,Split,624
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,pick,Pearl,624
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,pick,Ascent,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,ban,Split,12694
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,pick,Fracture,2593
VCT 2025: China Stage 1,Group Stage,Week 5,Titan Esports Club vs Nova Esports,ban,Ascent,14137
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,pick,Haven,14
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,ban,Haven,1001
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,pick,Lotus,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,ban,Bind,8304
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ban,Abyss,5448
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,pick,Pearl,624
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,pick,Lotus,8185
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,ban,Corrode,13581
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,ban,Lotus,2406
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,pick,Sunset,15072
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,ban,Bind,
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,ban,Bind,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,ban,Bind,397
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,ban,Icebox,14
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs JDG Esports,ban,Corrode,14137
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,ban,Ascent,13581
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,pick,Icebox,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,ban,Pearl,474
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,ban,Haven,7035
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,pick,Lotus,918
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,ban,Fracture,17
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,pick,Haven,1120
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,pick,Lotus,1119
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,pick,Icebox,12010
VCT 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,ban,Icebox,2
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,ban,Haven,5248
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,pick,Abyss,11058
Valorant Champions 2025,Group Stage,Elimination (A),Xi Lai Gaming vs Sentinels,ban,Sunset,13581
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,pick,Corrode,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,ban,Icebox,2593
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,ban,Bind,14137
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,ban,Haven,624
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,pick,Sunset,2
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,ban,Haven,12064
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,ban,Ascent,12685
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,ban,Split,624
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,ban,Corrode,474
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,ban,Lotus,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,pick,Ascent,2593
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,ban,Icebox,474
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,ban,Icebox,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,ban,Bind,278
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,ban,Lotus,878
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,ban,Icebox,17
Valorant Masters Toronto 2025,Playoffs,Lower Round 3,G2 Esports vs FNATIC,ban,Icebox,11058
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,ban,Icebox,6199
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,ban,Pearl,8185
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,ban,Ascent,13576
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,ban,Icebox,12685
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,pick,Fracture,2059
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,ban,Lotus,1120
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,ban,Split,1001
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,ban,Fracture,17
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,pick,Lotus,2406
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,ban,Bind,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,pick,Corrode,278
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,pick,Split,13790
VCT 2025: China Stage 1,Group Stage,Week 4,All Gamers vs JDG Esports,ban,Icebox,1119
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,ban,Pearl,120
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,ban,Split,7386
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,ban,Haven,15072
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,ban,Ascent,2355
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,ban,Lotus,1120
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,pick,Lotus,11328
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,ban,Bind,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,ban,Sunset,7035
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,ban,Haven,6199
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,pick,Haven,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 1,EDward Gaming vs Trace Esports,ban,Corrode,12685
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,pick,Haven,11479
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,ban,Ascent,14
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,pick,Pearl,13790
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,ban,Split,14137
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,pick,Lotus,7386
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,ban,Lotus,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,ban,Pearl,2593
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,ban,Fracture,7386
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,pick,Abyss,14137
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,ban,Corrode,8185
Valorant Champions 2025,Playoffs,Lower Round 2,Paper Rex vs Team Heretics,ban,Haven,624
VCT 2025: Americas Stage 2,Group Stage,Week 1,Evil Geniuses vs 2Game Esports,pick,Lotus,5248
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,pick,Sunset,120
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,ban,Sunset,474
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,ban,Corrode,1001
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Rex Regum Qeon vs T1,ban,Lotus,878
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,ban,Bind,13576
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,ban,Lotus,12064
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,pick,Icebox,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,pick,Pearl,14419
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,ban,Split,17
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,ban,Pearl,466
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,pick,Lotus,17
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,pick,Lotus,17
VCT 2025: Americas Stage 1,Group Stage,Week 1,Sentinels vs 100 Thieves,ban,Fracture,2
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,pick,Haven,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,ban,Abyss,1184
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,ban,Pearl,2355
VCT 2025: China Kickoff,Main Event,Upper Round 1,TYLOO vs Titan Esports Club,pick,Fracture,14137
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,pick,Bind,474
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,pick,Pearl,624
VCT 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,ban,Ascent,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,pick,Lotus,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,pick,Lotus,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,pick,Haven,1001
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,ban,Icebox,918
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,ban,Pearl,12064
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,ban,Ascent,12685
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,ban,Split,14
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,pick,Fracture,2359
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,pick,Bind,120
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,ban,Haven,11479
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,ban,Sunset,2593
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,ban,Ascent,13790
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,pick,Ascent,11981
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,pick,Sunset,2
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,pick,Ascent,188
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,ban,Fracture,6199
VCT 2025: China Kickoff,Main Event,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,ban,Abyss,1120
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,pick,Lotus,11058
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,ban,Ascent,12694
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,ban,Ascent,6199
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,ban,Ascent,8304
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,ban,Lotus,13790
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,ban,Pearl,2355
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,ban,Lotus,120
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,ban,Fracture,11058
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,ban,Pearl,2406
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,pick,Split,12064
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,ban,Corrode,624
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,ban,Lotus,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 4,FUT Esports vs Team Heretics,ban,Lotus,1184
VCT 2025: China Stage 2,Group Stage,Week 2,TYLOO vs Titan Esports Club,ban,Ascent,731
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,ban,Icebox,13581
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,pick,Corrode,11981
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,pick,Split,474
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,ban,Fracture,1001
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,pick,Split,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,ban,Ascent,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ban,Fracture,5448
VCT 2025: China Stage 1,Playoffs,Lower Final,Wolves Esports vs Bilibili Gaming,pick,Lotus,13790
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,ban,Ascent,5248
Valorant Champions 2025,Group Stage,Opening (B),Bilibili Gaming vs MIBR,ban,Abyss,12010
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,pick,Lotus,1001
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,ban,Corrode,12010
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,ban,Sunset,1001
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,pick,Icebox,7386
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,ban,Lotus,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,pick,Corrode,278
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,ban,Ascent,878
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,pick,Haven,878
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,ban,Corrode,13581
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,ban,Ascent,1119
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,ban,Fracture,278
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,ban,Split,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,pick,Haven,14
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,ban,Haven,8185
VCT 2025: China Stage 1,Group Stage,Week 4,EDward Gaming vs Titan Esports Club,pick,Lotus,1120
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,ban,Fracture,7386
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,pick,Fracture,1120
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,ban,Bind,397
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,ban,Bind,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,pick,Pearl,878
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,pick,Abyss,7386
VCT 2025: China Kickoff,Main Event,Lower Round 2,JDG Esports vs Xi Lai Gaming,ban,Fracture,13581
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,ban,Lotus,1120
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,pick,Bind,8185
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,ban,Lotus,1001
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,pick,Lotus,624
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,ban,Corrode,14
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,pick,Lotus,12010
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,pick,Lotus,624
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,ban,Icebox,1184
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,pick,Icebox,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 2,TALON vs Rex Regum Qeon,pick,Ascent,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,pick,Haven,878
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,ban,Lotus,731
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,pick,Icebox,7386
VCT 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,ban,Haven,5248
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,ban,Haven,12064
VCT 2025: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,ban,Fracture,12010
Valorant Champions 2025,Group Stage,Decider (A),GIANTX vs Xi Lai Gaming,ban,Corrode,13581
Valorant Champions 2025,Playoffs,Upper Final,FNATIC vs NRG,ban,Sunset,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,pick,Haven,5448
VCT 2025: China Stage 2,Group Stage,Week 1,Wolves Esports vs FunPlus Phoenix,pick,Sunset,11328
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,pick,Haven,14137
VCT 2025: China Stage 2,Playoffs,Lower Round 2,TYLOO vs EDward Gaming,ban,Icebox,1120
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,ban,Sunset,13581
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,pick,Haven,1120
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,ban,Haven,474
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,ban,Haven,278
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,ban,Pearl,14137
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,pick,Pearl,1120
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,ban,Split,1184
VCT 2025: China Kickoff,Main Event,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,pick,Bind,12064
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,ban,Lotus,2406
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,pick,Ascent,2406
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,ban,Ascent,2
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,pick,Sunset,14
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,ban,Bind,1119
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,ban,Lotus,11328
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,ban,Pearl,17
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,pick,Lotus,1119
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,ban,Fracture,11058
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,ban,Fracture,
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,pick,Lotus,6961
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,ban,Lotus,11981
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,ban,Haven,474
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,ban,Sunset,
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,ban,Icebox,120
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,ban,Ascent,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,ban,Haven,14419
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,pick,Haven,731
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,All Gamers vs TYLOO,pick,Lotus,1119
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,ban,Ascent,2
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,pick,Split,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,ban,Ascent,17
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,ban,Ascent,13581
VCT 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,ban,Ascent,5248
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,ban,Ascent,2359
VCT 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,ban,Pearl,120
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,pick,Split,11058
Valorant Champions 2025,Group Stage,Opening (D),G2 Esports vs Team Heretics,pick,Lotus,11058
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,ban,Bind,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,ban,Bind,7035
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,pick,Lotus,13581
