tournament,stage,match_type,match_name,map,team_a,team_a_score,team_a_attacker_score,team_a_defender_score,team_a_overtime_score,team_b,team_b_score,team_b_attacker_score,team_b_defender_score,team_b_overtime_score,duration
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,FNATIC,9,8,1,0,BBL Esports,13,9,4,0,55:16
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Pearl,DetonatioN FocusMe,13,7,5,1,Paper Rex,15,7,5,3,1:01:16
VCT 2025: Americas Stage 1,Group Stage,Week 4,FURIA vs Cloud9,Lotus,FURIA,14,4,8,2,Cloud9,16,4,8,4,1:20:37
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Lotus,Trace Esports,13,7,6,0,Xi Lai Gaming,10,5,5,0,54:37
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Ascent,2Game Esports,13,6,7,0,KRÜ Esports,6,0,6,0,47:05
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs TYLOO,Bind,Trace Esports,10,4,6,0,TYLOO,13,5,8,0,55:14
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,TALON,13,7,6,0,Gen.G,6,1,5,0,1:09:17
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Pearl,Xi Lai Gaming,8,6,2,0,Bilibili Gaming,13,7,6,0,54:36
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,Paper Rex,13,7,6,0,GIANTX,6,1,5,0,38:53
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,G2 Esports,13,9,4,0,100 Thieves,5,2,3,0,38:36
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Ascent,Paper Rex,13,11,2,0,Rex Regum Qeon,7,6,1,0,39:41
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,Icebox,Team Liquid,13,7,6,0,MIBR,6,1,5,0,44:18
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Icebox,Sentinels,9,7,2,0,FNATIC,13,8,5,0,54:46
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,13,9,4,0,Karmine Corp,11,8,3,0,1:01:52
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,G2 Esports,13,7,6,0,Cloud9,11,6,5,0,55:53
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,FNATIC,8,3,5,0,BBL Esports,13,4,9,0,1:16:23
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,Gentle Mates,13,8,5,0,KOI,6,2,4,0,40:22
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,DRX,13,7,6,0,Nongshim RedForce,11,6,5,0,1:11:24
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Bind,Team Vitality,11,5,6,0,GIANTX,13,6,7,0,52:27
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Sunset,FunPlus Phoenix,13,10,3,0,Dragon Ranger Gaming,11,9,2,0,50:26
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Ascent,Wolves Esports,13,5,8,0,Dragon Ranger Gaming,10,3,7,0,50:56
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,Xi Lai Gaming,3,2,1,0,G2 Esports,13,3,10,0,34:23
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,Haven,BBL Esports,12,4,8,0,FUT Esports,14,4,8,2,1:11:31
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,FUT Esports,4,1,3,0,Team Vitality,13,2,11,0,36:12
Valorant Champions 2025,Group Stage,Decider (C),DRX vs Team Liquid,Abyss,DRX,13,6,7,0,Team Liquid,7,1,6,0,46:41
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Haven,2Game Esports,4,3,1,0,Sentinels,13,4,9,0,33:10
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Lotus,Gentle Mates,12,10,2,0,BBL Esports,14,10,2,2,56:07
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,Corrode,EDward Gaming,10,5,5,0,Dragon Ranger Gaming,13,6,7,0,50:35
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Split,Team Liquid,7,2,5,0,BBL Esports,13,3,10,0,43:32
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Icebox,Gen.G,13,7,6,0,Rex Regum Qeon,8,3,5,0,50:27
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,Global Esports,13,8,5,0,Team Secret,6,2,4,0,48:22
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Ascent,LEVIATÁN,13,8,5,0,KRÜ Esports,4,0,4,0,38:35
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Icebox,TALON,14,7,5,2,Paper Rex,16,7,5,4,1:02:47
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Haven,Gentle Mates,2,2,0,0,BBL Esports,13,3,10,0,33:59
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Split,Nongshim RedForce,13,4,9,0,Rex Regum Qeon,8,0,8,0,50:24
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Fracture,TALON,13,10,3,0,Nongshim RedForce,6,4,2,0,40:50
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Haven,MIBR,9,4,5,0,KRÜ Esports,13,5,8,0,47:42
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Sunset,MIBR,13,6,7,0,LOUD,10,4,6,0,56:01
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sunset,Sentinels,13,5,8,0,Mega Minors,10,3,7,0,1:05:22
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Sunset,Team Liquid,13,6,7,0,GIANTX,10,4,6,0,50:30
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Haven,T1,13,10,3,0,ZETA DIVISION,5,3,2,0,37:37
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Bind,BBL Esports,11,4,7,0,Team Liquid,13,5,8,0,1:02:57
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Fracture,Mega Minors,12,2,10,0,Cloud9,14,2,10,2,1:10:03
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Lotus,Bilibili Gaming,13,8,5,0,TYLOO,9,5,4,0,51:21
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,Bind,Nova Esports,13,5,8,0,Wolves Esports,10,3,7,0,51:12
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,Team Vitality,10,6,4,0,Team Heretics,13,7,6,0,1:06:18
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Lotus,DRX,13,9,4,0,DetonatioN FocusMe,3,0,3,0,40:40
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,13,7,6,0,Karmine Corp,7,2,5,0,45:35
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Lotus,DRX,13,5,8,0,Global Esports,10,3,7,0,1:09:03
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,TALON,11,6,5,0,Paper Rex,13,7,6,0,1:06:38
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Corrode,All Gamers,13,9,4,0,Wolves Esports,4,1,3,0,39:04
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Haven,Dragon Ranger Gaming,4,2,2,0,Xi Lai Gaming,13,3,10,0,39:19
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Icebox,Wolves Esports,10,6,4,0,Xi Lai Gaming,13,7,6,0,54:55
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Pearl,Team Heretics,13,9,4,0,Gentle Mates,8,5,3,0,46:40
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Split,GIANTX,6,4,2,0,Team Liquid,13,5,8,0,44:07
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,Bilibili Gaming,13,8,5,0,EDward Gaming,10,6,4,0,51:30
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Split,Wolves Esports,9,2,7,0,FNATIC,13,3,10,0,53:08
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Haven,T1,13,8,5,0,Team Secret,6,2,4,0,48:56
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus,DRX,8,6,2,0,Gen.G,13,7,6,0,1:20:40
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Split,Nova Esports,13,5,8,0,TYLOO,11,4,7,0,1:11:47
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Bind,Karmine Corp,13,10,3,0,Natus Vincere,2,0,2,0,37:51
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Lotus,DRX,11,8,3,0,Mega Minors,13,9,4,0,53:46
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Abyss,MIBR,14,6,6,2,Mega Minors,16,6,6,4,1:10:57
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Bind,TALON,13,8,5,0,ZETA DIVISION,6,2,4,0,40:26
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,Rex Regum Qeon,13,7,6,0,Gen.G,6,1,5,0,52:02
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Paper Rex vs Rex Regum Qeon,Bind,Paper Rex,13,9,4,0,Rex Regum Qeon,8,5,3,0,1:11:07
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Ascent,Karmine Corp,11,3,8,0,FUT Esports,13,4,9,0,53:44
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Icebox,Titan Esports Club,10,4,6,0,Wolves Esports,13,5,8,0,53:06
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Split,EDward Gaming,18,6,6,6,Team Liquid,16,6,6,4,1:35:46
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,Haven,Mega Minors,13,11,2,0,GIANTX,1,0,1,0,34:06
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,Sentinels,13,9,4,0,Cloud9,5,2,3,0,43:19
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Lotus,Apeks,10,8,2,0,FNATIC,13,9,4,0,48:13
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Ascent,FunPlus Phoenix,13,6,7,0,Nova Esports,8,2,6,0,46:48
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Haven,Gen.G,13,8,5,0,Rex Regum Qeon,8,4,4,0,1:13:58
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Team Vitality vs T1,Bind,Team Vitality,13,7,6,0,T1,9,4,5,0,51:56
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Abyss,DRX,13,6,7,0,Team Vitality,11,5,6,0,51:55
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Corrode,Mega Minors,13,7,6,0,LOUD,9,4,5,0,51:55
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Lotus,Sentinels,4,2,2,0,Mega Minors,13,3,10,0,52:00
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Bind,FunPlus Phoenix,13,10,3,0,Nova Esports,6,4,2,0,42:26
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,Xi Lai Gaming,13,7,6,0,Wolves Esports,8,3,5,0,49:45
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Pearl,Nongshim RedForce,13,5,8,0,Team Secret,10,3,7,0,1:13:39
VCT 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,100 Thieves,13,7,6,0,LOUD,8,3,5,0,50:57
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,Team Heretics,4,3,1,0,Team Liquid,13,4,9,0,51:17
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Sunset,LEVIATÁN,6,4,2,0,KRÜ Esports,13,5,8,0,42:57
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Ascent,Dragon Ranger Gaming,13,7,6,0,Nova Esports,5,0,5,0,40:51
VCT 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,Icebox,KOI,12,6,6,0,Karmine Corp,14,6,6,2,1:00:42
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,BOOM Esports,13,9,4,0,T1,8,5,3,0,45:08
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,Sunset,GIANTX,13,10,3,0,Sentinels,4,2,2,0,38:15
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,11,6,5,0,BBL Esports,13,7,6,0,52:20
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Sunset,Xi Lai Gaming,5,2,3,0,Dragon Ranger Gaming,13,3,10,0,36:52
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Haven,Team Heretics,13,9,4,0,GIANTX,3,0,3,0,39:05
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Fracture,DRX,14,5,7,2,TALON,12,5,7,0,1:01:12
VCT 2025: China Stage 1,Group Stage,Week 4,Nova Esports vs TYLOO,Pearl,Nova Esports,13,8,5,0,TYLOO,5,1,4,0,42:13
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Haven,Mega Minors,13,8,5,0,LOUD,4,0,4,0,44:37
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Ascent,G2 Esports,13,9,4,0,Evil Geniuses,4,1,3,0,39:26
VCT 2025: China Stage 2,Group Stage,Week 4,Dragon Ranger Gaming vs Xi Lai Gaming,Ascent,Dragon Ranger Gaming,13,10,3,0,Xi Lai Gaming,6,4,2,0,54:45
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Xi Lai Gaming vs Dragon Ranger Gaming,Lotus,Xi Lai Gaming,12,6,6,0,Dragon Ranger Gaming,14,6,6,2,1:13:48
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Split,Paper Rex,13,8,4,1,Team Liquid,15,8,4,3,56:22
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Split,Trace Esports,7,4,3,0,Xi Lai Gaming,13,5,8,0,58:11
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Split,EDward Gaming,13,7,6,0,FunPlus Phoenix,9,4,5,0,1:00:11
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,LEVIATÁN,3,1,2,0,Cloud9,13,2,11,0,33:55
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Abyss,G2 Esports,13,9,4,0,Trace Esports,3,0,3,0,36:36
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Haven,G2 Esports,13,9,4,0,Sentinels,10,7,3,0,52:56
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Sunset,MIBR,3,3,0,0,LEVIATÁN,13,4,9,0,58:40
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Icebox,DRX,13,7,6,0,Global Esports,10,5,5,0,55:13
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Corrode,TALON,10,7,3,0,Rex Regum Qeon,13,8,5,0,50:39
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Gen.G vs MIBR,Sunset,Gen.G,13,9,4,0,MIBR,5,2,3,0,38:33
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,BBL Esports,11,7,4,0,Team Heretics,13,8,5,0,1:15:19
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Haven,MIBR,10,4,6,0,FNATIC,13,5,8,0,52:25
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,Lotus,DRX,7,4,3,0,TALON,13,5,8,0,45:31
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,FunPlus Phoenix,13,7,6,0,Dragon Ranger Gaming,7,2,5,0,1:00:15
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,Ascent,TYLOO,13,9,4,0,JDG Esports,5,2,3,0,42:04
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Ascent,Paper Rex,13,8,5,0,Wolves Esports,8,4,4,0,48:20
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,Cloud9,13,7,5,1,Evil Geniuses,15,7,5,3,1:06:17
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,Haven,KRÜ Esports,7,2,5,0,LOUD,13,3,10,0,52:26
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Lotus,Mega Minors,13,9,4,0,FNATIC,6,3,3,0,44:48
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Ascent,Sentinels,6,3,3,0,G2 Esports,13,4,9,0,48:11
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Corrode,Dragon Ranger Gaming,10,6,4,0,Bilibili Gaming,13,7,6,0,50:40
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,Sunset,Xi Lai Gaming,6,4,2,0,Sentinels,13,5,8,0,41:59
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Lotus,BOOM Esports,13,11,2,0,Global Esports,1,0,1,0,37:27
VCT 2025: China Stage 1,Group Stage,Week 3,TYLOO vs Titan Esports Club,Split,TYLOO,7,4,3,0,Titan Esports Club,13,5,8,0,47:07
VCT 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Lotus,2Game Esports,8,5,3,0,Evil Geniuses,13,6,7,0,46:25
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,Sentinels,13,6,7,0,100 Thieves,9,3,6,0,51:15
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Paper Rex vs G2 Esports,Lotus,Paper Rex,13,6,7,0,G2 Esports,11,5,6,0,51:39
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Bind,Cloud9,13,11,2,0,2Game Esports,1,0,1,0,44:15
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Corrode,Gentle Mates,13,10,3,0,GIANTX,8,6,2,0,38:43
Valorant Masters Toronto 2025,Playoffs,Lower Final,Wolves Esports vs FNATIC,Ascent,Wolves Esports,5,4,1,0,FNATIC,13,5,8,0,42:06
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Icebox,BBL Esports,13,7,6,0,FUT Esports,11,6,5,0,1:01:21
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,Nongshim RedForce,13,5,8,0,ZETA DIVISION,7,0,7,0,45:37
Valorant Champions 2025,Group Stage,Opening (C),NRG vs EDward Gaming,Corrode,Mega Minors,13,6,7,0,EDward Gaming,11,5,6,0,55:36
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Haven,FNATIC,13,8,5,0,Paper Rex,4,0,4,0,37:32
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Haven,FUT Esports,13,7,6,0,GIANTX,6,1,5,0,40:51
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Bind,Team Liquid,13,8,4,1,Karmine Corp,15,8,4,3,1:09:47
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,Icebox,JDG Esports,7,6,1,0,Trace Esports,13,7,6,0,1:00:18
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,T1 vs Rex Regum Qeon,Sunset,T1,13,9,4,0,Rex Regum Qeon,11,8,3,0,53:19
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Fracture,Team Heretics,6,5,1,0,FNATIC,13,6,7,0,58:07
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Icebox,T1,9,3,6,0,Team Secret,13,4,9,0,44:48
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Lotus,Xi Lai Gaming,13,7,6,0,Bilibili Gaming,10,5,5,0,54:22
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Ascent,G2 Esports,11,2,9,0,Sentinels,13,3,10,0,56:50
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics vs MIBR,Sunset,Team Heretics,6,3,3,0,MIBR,13,4,9,0,46:15
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Lotus,LEVIATÁN,11,7,4,0,Cloud9,13,8,5,0,1:00:40
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Abyss,Team Heretics,4,3,1,0,Gentle Mates,13,4,9,0,49:12
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,Bind,LOUD,5,3,2,0,KRÜ Esports,13,4,9,0,49:17
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Bind,100 Thieves,13,8,5,0,KRÜ Esports,5,1,4,0,39:57
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,10,5,5,0,LEVIATÁN,13,6,7,0,50:32
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Lotus,Nongshim RedForce,13,8,5,0,DetonatioN FocusMe,6,2,4,0,54:16
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,Ascent,EDward Gaming,13,5,8,0,Dragon Ranger Gaming,8,1,7,0,45:48
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,Pearl,Wolves Esports,7,6,1,0,Xi Lai Gaming,13,7,6,0,1:07:31
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LOUD vs KRÜ Esports,Haven,LOUD,11,3,8,0,KRÜ Esports,13,4,9,0,55:40
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Ascent,Natus Vincere,13,7,6,0,FNATIC,10,5,5,0,50:52
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Pearl,EDward Gaming,13,7,6,0,Team Liquid,6,1,5,0,44:31
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,Paper Rex,11,5,6,0,T1,13,6,7,0,53:11
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Bind,MIBR,13,7,6,0,FNATIC,5,0,5,0,47:35
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sunset,2Game Esports,13,5,8,0,Sentinels,9,2,7,0,54:40
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Haven,Rex Regum Qeon,10,5,5,0,Gen.G,13,6,7,0,58:40
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,Sunset,Nova Esports,10,5,5,0,Xi Lai Gaming,13,6,7,0,1:04:20
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,Evil Geniuses,3,2,1,0,MIBR,13,3,10,0,38:31
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Corrode,DRX,11,7,4,0,Mega Minors,13,8,5,0,55:37
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Bind,FNATIC,13,10,3,0,DRX,4,2,2,0,40:07
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Icebox,Sentinels,11,8,3,0,Mega Minors,13,9,4,0,56:12
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,DRX,13,10,3,0,Team Secret,4,2,2,0,38:24
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,2Game Esports,6,4,2,0,KRÜ Esports,13,5,8,0,54:19
VCT 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,Sentinels,9,6,3,0,G2 Esports,13,7,6,0,47:11
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Corrode,Sentinels,13,10,3,0,G2 Esports,8,6,2,0,55:23
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,13,8,5,0,FNATIC,9,5,4,0,51:54
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Lotus,Cloud9,13,3,9,1,MIBR,15,3,9,3,1:01:15
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,Gen.G,13,5,7,1,DRX,15,5,7,3,1:03:54
